Wall time,Step,Value
1680938701.5391452,1008,53.35717010498047
1680938948.903278,1009,52.96509552001953
1680939196.212693,1010,53.49580383300781
1680939690.9940073,1012,52.928897857666016
1680939938.3770506,1013,52.6739501953125
1680940185.733814,1014,53.603729248046875
1680940433.2878306,1015,54.40785217285156
1680941175.1924756,1018,53.818641662597656
1680941669.851252,1020,53.033775329589844
1680942906.2243662,1025,52.724552154541016
1680943153.620692,1026,53.784088134765625
1680943400.9738247,1027,53.780513763427734
1680943648.2369182,1028,53.829444885253906
1680944142.7978237,1030,52.80580139160156
1680944637.1386356,1032,53.12431335449219
1680944884.4976823,1033,54.07508850097656
1680945131.7767646,1034,53.6199836730957
1680945626.2261806,1036,54.440101623535156
1680945873.4429016,1037,52.96089172363281
1680946120.7287285,1038,53.73616027832031
1680946368.0002759,1039,52.532352447509766
1680946615.253564,1040,53.29961395263672
1680947357.2428389,1043,53.972042083740234
1680947604.4426742,1044,53.408809661865234
1680947851.745528,1045,53.244083404541016
1680949088.0398364,1050,53.2486686706543
1680949336.2021575,1051,53.48801803588867
1680949583.5118573,1052,53.37057113647461
1680949830.891787,1053,52.989234924316406
1680950325.418582,1055,53.02351379394531
1680950572.6305654,1056,53.220703125
1680950820.0171497,1057,53.19240188598633
1680951067.2006545,1058,52.76968765258789
1680951314.5936904,1059,53.27943801879883
1680952551.0491197,1064,52.75731658935547
1680952798.4511414,1065,53.50474166870117
1680953045.7305763,1066,52.90072250366211
1680953293.2385006,1067,53.94733428955078
1680953540.7764273,1068,54.01575469970703
1680953788.3649652,1069,53.249210357666016
1680954778.637635,1073,53.603946685791016
1680955026.3097134,1074,53.11388397216797
1680955273.8710494,1075,52.74074172973633
1680955521.388545,1076,52.70011520385742
1680955769.1985915,1077,52.06801223754883
1680956016.8161287,1078,53.33938217163086
1680956264.4387105,1079,53.13467788696289
1680956759.6243098,1081,53.27062225341797
1680957007.2665296,1082,53.88080596923828
1680957254.7584085,1083,52.181949615478516
1680957502.2581675,1084,52.934085845947266
1680957749.8518429,1085,54.01810836791992
1680957997.4034545,1086,53.47935104370117
1680958245.2397008,1087,54.216888427734375
1680959235.546154,1091,53.0601806640625
1680959730.7964892,1093,53.14274215698242
1680959978.3910427,1094,53.76279067993164
1680960721.063716,1097,53.46217346191406
1680961216.2767525,1099,52.638309478759766
1680961463.8308058,1100,53.144710540771484
1680961960.0480618,1102,53.933677673339844
1680962455.217824,1104,53.697689056396484
